Conferencia|Ciudad|Pais|Fecha|Paper|Autores
4th Norwegian Big Data Symposium|Trondheim|Norway|2018|Invited Talk: From Big Data to Smart Data: Changing Behavior with Online Communication|Anna Fensel
4th Norwegian Big Data Symposium|Trondheim|Norway|2018|Invited Talk: The Bright Future of News Automation|Carl-Gustav Linden
4th Norwegian Big Data Symposium|Trondheim|Norway|2018|Towards a Big Data Platform for News Angles|Marc Gallofre Ocana, Lars Nyre,  Andreas L. Opdahl, Bjornar Tessem, Christoph Trattner, Csaba Veres
4th Norwegian Big Data Symposium|Trondheim|Norway|2018|Semantic User Behaviour Prediction in Online News|Nina Kjekstad, Elida Karina Reknes
4th Norwegian Big Data Symposium|Trondheim|Norway|2018|Designing Flink Pipelines in IoT Mashup Tools|Tanmaya Mahapatra, Ilias Gerostathopoulos, Federico Fernandez, Christian Prehofer
4th Norwegian Big Data Symposium|Trondheim|Norway|2018|A Big Data Management Architecture for Smart Cities based on Fog-to-Cloud Data Management Architecture|Amir Sinaeepourfard, John Krogstie, Sobah Abbas Petersen
4th Norwegian Big Data Symposium|Trondheim|Norway|2018|On the Difficulties of Using Machine Learning on Industrial Texts|Ozlem Ozgobek, Ole Selvig, Jon Atle Gulla, Lemei Zhang, Cristina Marco
Italian Conference on Cyber Security|Pisa|Italy|2019|A QBDI-based Fuzzer Taming Magic Bytes|Elia Geretto, Cédric Tessier, Fabio Massacci
Italian Conference on Cyber Security|Pisa|Italy|2019|Twitter Spam Account Detection by Effective Labeling|Federico Concone, Giuseppe Lo Re, Marco Morana, Claudio Ruocco
Italian Conference on Cyber Security|Pisa|Italy|2019|A Brief Tour of Formally Secure Compilation|Matteo Busi, Letterio Galletta
Italian Conference on Cyber Security|Pisa|Italy|2019|From Firewalls to Functions and Back|Lorenzo Ceragioli, Letterio Galletta, Mauro Tempesta
Italian Conference on Cyber Security|Pisa|Italy|2019|Combining System Visibility and Security Using eBPF|Luca Deri, Samuele Sabella, Simone Mainardi
Italian Conference on Cyber Security|Pisa|Italy|2019|Teaching Cyber Security: The HACK-SPACE Integrated Model|Maria Teresa Baldassarre, Vita Santa Barletta, Danilo Caivano, Domenico Raguseo, Michele Scalera
Italian Conference on Cyber Security|Pisa|Italy|2019|Integrating Access Control and Business Process for GDPR Compliance: A Preliminary Study|Antonello Calabrò, Said Daoudagh, Eda Marchetti
Italian Conference on Cyber Security|Pisa|Italy|2019|Towards User Recognition by Shallow Web Traffic Inspection|Marino Miculan, Gian Luca Foresti, Claudio Piciarelli
Italian Conference on Cyber Security|Pisa|Italy|2019|Explaining Vulnerabilities of Deep Learning to Adversarial Malware Binaries|Luca Demetrio, Battista Biggio, Giovanni Lagorio, Fabio Roli, Alessandro Armando
Italian Conference on Cyber Security|Pisa|Italy|2019|Darknet Security: A Categorization of Attacks to the Tor Network|Enrico Cambiaso, Ivan Vaccari, Luca Patti, Maurizio Aiello
Italian Conference on Cyber Security|Pisa|Italy|2019|A Bayesian Network Approach for the Interpretation of Cyber Attacks to Power Systems|Davide Cerotti, Daniele Codetta-Raiteri, Giovanna Dondossola, Lavinia Egidi, Giuliana Franceschinis, Luigi Portinale, Roberta Terruggia
Italian Conference on Cyber Security|Pisa|Italy|2019|Towards the Hypervision of Hardware-based Control Flow Integrity for Arm Platforms|Giulia Ferri, Giorgiomaria Cicero, Alessandro Biondi, Giorgio Buttazzo
Italian Conference on Cyber Security|Pisa|Italy|2019|Six Things I Hate About You (in Italian) and Six Classification Strategies to More and More Effectively Find Them|Tiziano Fagni, Leonardo Nizzoli, Marinella Petrocchi, Maurizio Tesconi
Workshop on Computational Methods in the Humanities 2018|Lausanne|Switzerland|2018|Identification and quantification of colours in children's drawings|Christelle Cocco, Rapha&euml;l Cer&eacute;, Aris Xanthos, Pierre-Yves Brandt
Workshop on Computational Methods in the Humanities 2018|Lausanne|Switzerland|2018|Clustering writing components from medieval manuscripts|Mats Dahll&ouml;f
Workshop on Computational Methods in the Humanities 2018|Lausanne|Switzerland|2018|Modelling vagueness &ndash; A criteria-based system for the qualitative assessment of reading proposals for the deciphering of Classic Mayan hieroglyphs|Franziska Diehr, Sven Gronemeyer, Elisabeth Wagner, Christian Prager, Katja Diederichs, Uwe Sikora, Maximilian Brodhun, Nikolai Grube
Workshop on Computational Methods in the Humanities 2018|Lausanne|Switzerland|2018|Taking into account semantic similarities in correspondence analysis|Mattia Egloff, Fran&ccedil;ois Bavaud
Workshop on Computational Methods in the Humanities 2018|Lausanne|Switzerland|2018|Towards a quantitative research framework for historical disciplines|Barbara McGillivray, Jon Wilson, Tobias Blanke
Workshop on Computational Methods in the Humanities 2018|Lausanne|Switzerland|2018|Linking historical sources to established knowledge bases in order to inform entity linkers in cultural heritage|Gary Munnelly, Annalina Caputo, S&eacute;amus Lawless
Workshop on Computational Methods in the Humanities 2018|Lausanne|Switzerland|2018|Tracing changes in thematic structure of holiday picture postcards from 1950s to 2010s|Kyoko Sugisaki, Nicolas Wiedmer, Marcel Naef, Heiko Hausendorf
Workshop on Computational Methods in the Humanities 2018|Lausanne|Switzerland|2018|Supporting hermeneutic interpretation of historical documents by computational methods|Cristina Vertan
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|Understanding User Behavior in Job and Talent Search: An Initial Investigation|Damiano Spina, Maria Maistro, Yongli Ren, Sargol Sadeghi, Wilson Wong, Timothy Baldwin, Lawrence Cavedon, Alistair Moffat, Mark Sanderson, Falk Scholer, Justin Zobel
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|Predicting Sales from the Language of Product Descriptions|Reid Pryzant, Young-joo Chung, Dan Jurafsky
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|Unsupervised Topic Modelling in a Book Recommender System for New Users|Haifa Alharthi, Diana Inkpen, Stan Szpakowicz
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|Predicting Shopping Behavior with Mixture of RNNs|Arthur Toth, Louis Tan, Giuseppe Di Fabbrizio, Ankur Datta
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|Query Rewrite for Null and Low Search Results in eCommerce|Zehong Tan, Canran Xu, Mengjie Jiang, Hua Yang, Xiaoyuan Wu
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|Document Reordering is Good, Especially for e-Commerce|Vishnusaran Ramaswamy, Roberto Konow, Andrew Trotman, Jon Degenhardt, Nick Whyte
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|Query Segmentation via RNNs Encoder-Decoder Framework|Yiu-Chang Lin, Giuseppe Di Fabbrizio, Ankur Datta
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|The Architecture of eBay Search|Andrew Trotman, Jon Degenhardt, Surya Kallumadi
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|How to Balance Privacy and Money through Pricing Mechanism in Personal Data Market|Rachana Nget, Yang Cao, Masatoshi Yoshikawa
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|Discovering Similar Products in Fashion E-commerce|Amber Madvariya, Sumit Borar
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|A Content-based Recommender System for E-commerce Offers and Coupons|Yandi Xia, Giuseppe Di Fabbrizio, Shikhar Vaibhav, Ankur Datta
The SIGIR 2017 Workshop on eCommerce|Tokyo|Japan|2017|Address Fraud: Monkey Typed Address Classification for e-Commerce Applications|T. Ravindra Babu, Vishal Kakkar
Transformation Tool Contest|Toulouse|France|2018|Quality-based Software-Selection and Hardware-Mapping as Model Transformation Problem|Sebastian Götz, Johannes Mey, Rene Schöne, Uwe Aßmann
Transformation Tool Contest|Toulouse|France|2018|The EMFeR Solution to the TTC 2018 Software Mapping Case|Christoph Eickhoff, Simon-Lennert Raesch, Albert Zündorf
Transformation Tool Contest|Toulouse|France|2018|Solving the Quality-based Software-Selection and Hardware-Mapping Problem with ACO|Samaneh Hoseindoost, Meysam Karimi, Shekoufeh Kolahdouz Rahimi, Bahman Zamani
Transformation Tool Contest|Toulouse|France|2018|A JastAdd- and ILP-based Solution to the Software-Selection and Hardware-Mapping-Problem at the TTC 2018|Sebastian Götz, Johannes Mey, Rene Schöne, Uwe Aßmann
Transformation Tool Contest|Toulouse|France|2018|The TTC 2018 Social Media Case|Georg Hinkel
Transformation Tool Contest|Toulouse|France|2018|An NMF Solution to the TTC 2018 Social Media Case|Georg Hinkel
Transformation Tool Contest|Toulouse|France|2018|Hawk Solutions to the TTC 2018 Social Media Case|Antonio García-Domínguez
Transformation Tool Contest|Toulouse|France|2018|A JastAdd-based Solution to the TTC 2018 Social Media Case|René Schöne, Johannes Mey
Transformation Tool Contest|Toulouse|France|2018|YAMTL Solution to the TTC 2018 Social Media Case|Artur Boronat
Transformation Tool Contest|Toulouse|France|2018|The TTC 2018 Social Media Case, by ATL and AOF|Valentin Besnard, Frédéric Jouault, Théo Le Calvar, Massimo Tisi
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Lessons Learned while Formalizing ISO 26262 for Compliance Checking|Julieth Patricia Castellanos Ardila, Barbara Gallina, Guido Governatori
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Emercoin Blockchain Anchoring as a Way of Singing Contracts|Oleksii Konashevych
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Business Requirements for Legal Knowledge Graph: the LYNX Platform|Jorge Gonz&aacute;lez-Conejero, Pompeu Casanovas, Emma Teodoro
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Iceberg.ai - A platform for rapid development of legal and regulatory AI services|Angel Faus
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Events in the legal domain: first impressions|Mar&iacute;a Navas-Loro, Cristiana Santos
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Legal Compliance Through Design: Preliminary Results|Mustafa Hashmi, Pompeu Casanovas, Louis de Koker
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Challenges of Terminology Extraction from Legal Spanish Corpora|Patricia Mart&iacute;n-Chozas, Pablo Calleja
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Spent Convictions and the Architecture for Establishing Legal Semantic Workflows |Pompeu Casanovas, Louis de Koker, Markus Stumptner, Wolfgang Mayer, Jeffrey Barnes, Stammers Mira
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Minimisation of Incidental Findings, and Residual Risks for Security Compliance: the SPIRIT Project|Pompeu Casanovas, Nicholas Morris, Jorge Gonz&aacute;lez-Conejero, Emma Teodoro, Rick Adderley
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|A Legal Validation of a Formal Representation of Articles of the GDPR|Cesare Bartolini, Lenzini Gabriele, Cristiana Santos
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Behavioural Compliance and Law Enforcement in Online Hate Speech|Pompeu Casanovas, Andre Oboler
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Spanish Legislation as Linked Data|V&iacute;ctor Rodr&iacute;guez-Doncel, Mar&iacute;a Navas-Loro, Elena Montiel-Ponsoda, Pompeu Casanovas
Technologies for Regulatory Compliance|Groningen|The Netherlands|2018|Artificial Intelligence initiatives in Cuatrecasas|Pascual Boil Ballesteros
CICM 2018|Hagenberg|Austria|2018|Mechanical Explanation in "Systems that Explain Themselves"|Walther Neuper
CICM 2018|Hagenberg|Austria|2018|Logic as a Path to Enlightenment (Work in Progress Report)|Wolfgang Schreiner
CICM 2018|Hagenberg|Austria|2018|Advantages and Dangers on Utilizing GeoGebra Automated Reasoning Tools|Zolt&aacute;n Kov&aacute;cs
CICM 2018|Hagenberg|Austria|2018|Towards Mac Lane's Comparison Theorem for the (co)Kleisli Construction in Coq|Burak Ekici
CICM 2018|Hagenberg|Austria|2018|A Meta Language for Mathematical Reasoning|Michael Junk, Stefan H&ouml;lle, Sebastian Sahli
CICM 2018|Hagenberg|Austria|2018|Automatic Proof-Checking of Ordinary Mathematical Texts|Steffen Frerix, Peter Koepke
CICM 2018|Hagenberg|Austria|2018|IsarMathLib - a Formalized Mathematics Library for Isabelle/ZF|S&#322;awomir Ko&#322;ody&#324;ski
CICM 2018|Hagenberg|Austria|2018|Progress in the Formalization of Matiyasevich&#39;s Theorem in the Mizar System|Karol P&#261;k
CICM 2018|Hagenberg|Austria|2018|On the Syntax and Semantics of CAP|Sebastian Gutsche, Sebastian Posur, &Oslash;ystein Skarts&aelig;terhagen
CICM 2018|Hagenberg|Austria|2018|Work in Progress: Reachability Analysis for Time-triggered Hybrid Systems, The Platoon Benchmark (short paper)|Fran&ccedil;ois Bidet, &Eacute;ric Goubault, Sylvie Putot
CICM 2018|Hagenberg|Austria|2018|Automating Abstraction Computation of Hybrid Systems|Hadi Zaatiti, Jean-Pierre Gallois, Lina Ye, Philippe Dague
CICM 2018|Hagenberg|Austria|2018|Formal Modeling of Robotic Cell Injection Systems in Higher-order Logic (short paper)|Adnan Rashid, Osman Hasan
CICM 2018|Hagenberg|Austria|2018|Formula Concept Discovery and Recognition|Philipp Scharpf
CICM 2018|Hagenberg|Austria|2018|Towards an Implementation in LambdaProlog of the Two Level Minimalist Foundation (short paper)|Alberto Fiori, Claudio Sacerdoti Coen
EKAW Doctoral Consortium 2018|Nancy|France|2018|Semantic Analysis of Contractual Agreements to Support End-User Interpretation|Najmeh Mousavi Nejad
EKAW Doctoral Consortium 2018|Nancy|France|2018|PhD Odyssey — Interweaving PhD Stories into the Semantic Web|Viet Bach Nguyen
EKAW Doctoral Consortium 2018|Nancy|France|2018|A study of Information System Mutations (Changes) Using Knowledge Organization System (KOS) Applied to Biomedical Research Study|Amel Raboudi
EKAW Doctoral Consortium 2018|Nancy|France|2018|Knowledge Discovery and Enrichment from Scholarly Data for Expert Finding|Stella Zevio
EKAW Doctoral Consortium 2018|Nancy|France|2018|Discovering and Comparing Relational Knowledge, the Example of Pharmacogenomics|Pierre Monnin
EKAW Doctoral Consortium 2018|Nancy|France|2018|Holistic Multiple Ontologies Merging|Samira Babalou
EKAW Doctoral Consortium 2018|Nancy|France|2018| A Collaborative Framework for Ontology and Instance Data Co-evolution and Extraction|Omar Qawasmeh
EKAW Doctoral Consortium 2018|Nancy|France|2018|Do Competency Questions for Alignment Help Fostering Complex Correspondences?|Elodie Thi&eacute;blin
EKAW Doctoral Consortium 2018|Nancy|France|2018|Towards Knowledge Graph Construction from Entity Co-occurrence|Nicolas Heist
EKAW Doctoral Consortium 2018|Nancy|France|2018|Gender Violence’s Models and Discrimination-aware Data Mining|Pilar Hidalgo
EKAW Doctoral Consortium 2018|Nancy|France|2018|Formal Concept Analysis and Pattern Structures for Recommendation Systems|Nyoman Juniarta
EKAW Doctoral Consortium 2018|Nancy|France|2018|Semantic Technologies for the Modeling of Condition Monitoring Knowledge in the Framework of Industry 4.0|Qiushi Cao
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Software start-ups through an empirical lens: are start-ups snowflakes?|Eriks Klotins
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|100+ metrics for software startups &ndash; A multi-vocal literature review|Kai-Kristian Kemell, Xiaofeng Wang, Anh Nguyen-Duc, Jason Grendus, Tuure Tuunanen, Pekka Abrahamsson
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|The buried presence of entrepreneurial experience-based learning in software startups|Dron Khanna, Xiaofeng Wang
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Business as usual? On the nature of relationships in enterprise software platform ecosystems|Sabine Molenaar, Martijn van Vliet, Luc Beelen, Slinger Jansen
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Platform ecosystems for the industrial internet of things &ndash; A software intensive business perspective|Dimitri Petrik, Georg Herzwurm
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|The role of prosumers in the evolution of a software ecosystem: Case Steam|Tapani N. Joelsson, Sami Hyrynsalmi, Sabine Molenaar
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Entrepreneurial oriented discussions in smart cities: Perspectives driven from systematic use of social network services data|Arash Hajikhani
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Collective consciousness in business ecosystems|Marja Turunen, Matti M&auml;ntym&auml;ki
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Engineering and business aspects of SaaS model adoption: Insights from a mapping study|Andrey Saltan, Ahmed Seffah
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|The open source software business model blueprint: A comparative analysis of 10 open source companies|Zeena Spijkerman, Slinger Jansen
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|How to support transformation from on-premise products to SaaS?  Position paper for future research |Teppo Yrj&ouml;nkoski
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|ISO 16355 in software-intensive business|Felix Sch&ouml;nhofen, Sixten Schockert, Georg Herzwurm
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Decision-making in software product management: Identifying research directions from practice|Andrey Saltan, Slinger Jansen, Kari Smolander
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|It takes three to tango: Requirement, outcome/data, and AI driven development|Jan Bosch, Helena H. Olsson, Ivica Crnkovic
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Do software startups innovate in the same way? A case survey study|Jorge Melegati, Xiaofeng Wang
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Why feature-based roadmaps fail in rapidly changing markets: A qualitative survey|J&uuml;rgen M&uuml;nch, Stefan Trieflinger, Dominic Lang
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Software startup education around the world: A preliminary analysis|Rafael Chanin, Dron Khanna, Kai-Kristian Kemell, Wang Xiaofeng, Afonso Sales, Rafael Prikladnicki, Pekka Abrahamsson
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Effectuation as a frame for networking decisions &ndash; The case of a Finnish information technology start-up |Katariina Yrj&ouml;nkoski, Anu Suominen
Software-intensive Business: Start-ups, Ecosystems and Platforms|Espoo|Finland|2018|Teaching Lean Startup principles: An empirical study on assumption prioritization |Matthias Gutbrod, J&uuml;rgen M&uuml;nch
Regional Consortium for Foundations, Research and Spread of Emerging Technologies in Computing Sciences|Juarez|Mexico|2018|Prototype for a Mobile Collaborative Augmented Reality Application of the Game Checkers|Jonathan Abraham Cortez Fernández, Alejandro Rangel Torres, Ivonne Haydee Robledo Portillo
Regional Consortium for Foundations, Research and Spread of Emerging Technologies in Computing Sciences|Juarez|Mexico|2018|Virtual Assistant for People with Senile Dementia and their Caregivers|Noé González Nieto, José Saúl González Campos
Regional Consortium for Foundations, Research and Spread of Emerging Technologies in Computing Sciences|Juarez|Mexico|2018|A Glimpse to the Logic of Provability|Erick Juárez-Gutiérrez
Regional Consortium for Foundations, Research and Spread of Emerging Technologies in Computing Sciences|Juarez|Mexico|2018|Disparity Map Estimation With Deep Learning in Stereo Vision|Victor Manuel Mendoza Guzman, Jose Manuel Mejia Muñoz, Nayeli Edith Moreno Márquez, Paula Ivone Rodríguez Azar, Everardo Santiago Ramírez
Regional Consortium for Foundations, Research and Spread of Emerging Technologies in Computing Sciences|Juarez|Mexico|2018|Acquisition, Analysis and Classification of EEG Signals for Control Design|Paula Ivone Rodriguez Azar, José Manuel Mejía Muñoz, Boris Jesus Mederos, Nayeli Edith Moreno Márquez, Victor Manuel Mendoza Guzman
Regional Consortium for Foundations, Research and Spread of Emerging Technologies in Computing Sciences|Juarez|Mexico|2018|Towards a Logic lab on the Cloud: Desktop and Mobile Sessions|Debora Rodriguez-Aguilar, Juan C. Acosta-Guadarrama, Víctor Morales-Rocha
Regional Consortium for Foundations, Research and Spread of Emerging Technologies in Computing Sciences|Juarez|Mexico|2018|Composing a Cross-platform Development Environment Using Maven|Terry Speicher, Yoonsik Cheon
Regional Consortium for Foundations, Research and Spread of Emerging Technologies in Computing Sciences|Juarez|Mexico|2018|Deep Learning Based Super-Resolution|Fernando Zapata Barron, Jose Manuel Mejia Muñoz, Boris Jesus Mederos Madrazo, Leticia Ortega Maynez
Computational Models in Language and Speech|Kazan|Russia|2018|Nonverbal Elements in Everyday Russian Speech: an Attempt at Categorization|Natalia Bogdanova-Beglarian, Ekaterina Baeva
Computational Models in Language and Speech|Kazan|Russia|2018|Extended Language Modeling Experiments for Kazakh|Bagdat Myrzakhmetov, Zhanibek Kozhirbayev
Computational Models in Language and Speech|Kazan|Russia|2018|Named Entity Recognition in Tatar: Corpus-Based Algorithm|Olga Nevzorova, Damir Mukhamedshin, Alfiya Galieva
Computational Models in Language and Speech|Kazan|Russia|2018|Logical-Ontological Approach to Coreference Resolution|Elena Sidorova, Natalya Garanina, Irina Kononenko, Alexey Sery
Computational Models in Language and Speech|Kazan|Russia|2018|Studying Text Complexity in Russian Academic Corpus with Multi-Level Annotation|Marina Solnyshkina, Valery Solovyev, Vladimir Ivanov, Andrey Danilov
Computational Models in Language and Speech|Kazan|Russia|2018|Improving the Quality of Information Retrieval Using Syntactic Analysis of Search Query|Nadezhda Yarushkina, Aleksey Filippov, Maria Grigoricheva
Computational Models in Language and Speech|Kazan|Russia|2018|Pragmatic Markers in the Corpus “One Day of Speech”: Approaches to the Annotation|Kristina Zaides, Tatiana Popova, Natalia Bogdanova-Beglarian
Computational Models in Language and Speech|Kazan|Russia|2018|Roles Contradictions Play in Logical Models of Metaphors and Presuppositions|Boris Kulik, Alexander Fridman
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|¿Qué tipo de innovaciones necesitamos en la educación? ()|Klinge Orlando Villalba-Condori, Francisco José García-Peñalvo, Jari Lavonen, Miguel Zapata-Ros
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|Violencia Intra-Familiar y Autoestima en Estudiantes de la UNSA-Area de Sociales -Arequipa 2018 ()|Peralta Gómez Reyna Ysmelia, Ramírez De Ojeda Bina, Chanduvi Ticona Fabiola, Vasquez Fernández Diana
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|Percepción de la Autoeficacia Docente Colectiva en el Profesorado de una Universidad Pública Española ()|Milagros del Carmen Gonzales Miñán
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|Hacia una educación consciente a través de la detección fisiológica de emociones ()|Franci Suni Lopez, Veronica Marisol Collanqui Puma, Luis Enrique Ancco Calisaya, Betsy Carol Cisneros Chávez
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|El WhatsApp va a la universidad con hética gramatical ()|Angel B. Mogrovejo-Flores, Amanda E. Medrano-Zarate, Yenny R. Quina-Condori, Milagros M. Mamani-Flores
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|Revisión sobre las capacitaciones docentes en temas de tecnología y Flipped Learning ()|Sylvana Mariella Valdivia Cañotte
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|Una aplicación para dispositivos móviles basada en la gamificación para la educación en la preparación de desastres naturales ()|R.Y.G. Paccotacya Yanque, E. Hinojosa Cardenas, H.C. Rucano Alvarez, D.A. Iquira Bacerra, R.G. Apaza Aceituno, I.S. Pancca Mamani , R. Sanchez Yanque, C.E.N. Diaz Ventura
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|Uso de la realidad aumentada mejora los niveles de comprensión lectora en estudiantes de quinto grado del nivel primario ()|Keyda De la Gala Quispe, Julio Vera
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|Innovando la educación superior: uso de recursos educativos digitales para desarrollar habilidades informacionales ()|Maylin Suleny Bojórquez Roque, Luis Magdiel Oliva Córdova y Héctor R. Amado-Salvatierra, Héctor R. Amado-Salvatierra
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|Ambiente Virtual con técnicas de gamificación para el aprendizaje de vocabulario de lengua extrajera ()|R.Y.G. Paccotacya Yanque, W.R. Ramos Lovon
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|El LAPBOOK, una experiencia de autorregulación en la formación inicial docente en pregrado ()|Fabiola Mary Talavera Mendoza, Pedro Mango Quispe, Alejandra Hurtado Mazeyra, Telsi Larisa Bustamante López, Eva Aida Ponce Vega
Congreso Internacional de Tendencias e Innovación Educativa|Arequipa|Perú|2018|WYRED, a platform to give young people the voice on the influence of technology in today's society. A citizen science approach ()|Francisco J. García-Peñalvo, Alicia García-Holgado
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Impossibility and Uncertainty Theorems in AI Value Alignment (or why your AGI should not have a utility function)|Peter Eckersley
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Minimizing the Negative Side Effects of Planning with Reduced Models|Sandhya Saisubramanian, Shlomo Zilberstein
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Robust Motion Planning and Safety Benchmarking in Human Workspaces|Shih-Yun Lo, Shani Alkoby, Peter Stone
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Enter the Matrix: Safely Interruptible Autonomous Systems via Virtualization|Mark Riedl, Brent Harrison
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Towards Robust End-to-End Alignment|L&ecirc; Nguy&ecirc;n Hoang
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Integrative Biological Simulation, Neuropsychology, and AI Safety|Gopal Sarma, Adam Safron, Nick Hay
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|How Many Operational Design Domains, Objects, and Events?|Philip Koopman, Frank Fratrik
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Monitoring Safety of Autonomous Vehicles with Crash Prediction Networks|Saasha Nair, Sina Shafaei, Stefan Kugele, Mohd Hafeez Osman, Alois Knoll
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Requirements Assurance in Machine Learning|Alec Banks, Rob Ashmore
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Surveying Safety-relevant AI Characteristics|Jose Hernandez-Orallo, Fernando Mart&iacute;nez-Plumed, Shahar Avin, Sean O Heigeartaigh
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Detecting Backdoor Attacks on Deep Neural Networks by Activation Clustering|Bryant Chen, Wilka Carvalho, Nathalie Baracaldo, Heiko Ludwig, Benjamin Edwards, Taesung Lee, Ian Molloy, Biplav Srivastava
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|DPATCH: An Adversarial Patch Attack on Object Detectors|Xin Liu, Huanrui Yang, Ziwei Liu, Linghao Song, Yiran Chen, Hai Li
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Attacks on Machine Learning: Lurking Danger for Accountability|Katja Auernhammer, Ramin Tavakoli Kolagari, Markus Zoppelt
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Towards International Standards for Evaluating Machine Learning|Frank Rudzicz, P Alison Paprica, Marta Janczarski
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Counterfactual Explanations of Machine Learning Predictions: Opportunities and Challenges for AI Safety|Kacper Sokol, Peter Flach
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Safe Temporal Planning for Urban Driving|Bence Cserna, William Doyle, Tianyi Gu, Wheeler Ruml
AAAI Workshop on Artificial Intelligence Safety|Honolulu|Hawaii|2019|Linking Artificial Intelligence Principles|Yi Zeng, Enmeng Lu, Cunqing Huangfu
